//
// Structure of Database :
//ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,ADelay,aMotion,dMotion,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper

//arug_cas03
//2197,BABY_ROUGE,Baby Rouge,Baby Rouge,90,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2198,BABY_ALCHEMIST,Baby Alchemist,Baby Alchemist,90,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2199,BABY_DANCER,Baby Dancer,Baby Dancer,90,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2204,BABY_CRUSADER_PECO,Baby Crusader Peco,Baby Crusader Peco,90,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2205,BABY_SUPER_NOVICE,Baby Super Novice,Baby Super Novice,90,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//-=-=Wedding Class=-=-
2206,GROOM,Groom,Groom,99,79523,0,4580,3230,1,2345,1690,65,58,99,99,99,99,99,99,10,12,1,7,66,653,100,564,864,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,BRIDE,Bride,Bride,99,79523,0,4580,3230,1,2345,1690,65,58,99,99,99,99,99,99,10,12,1,7,66,653,100,564,864,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//-=-=Gunslinger and Ninja=-=-
//Female
2208,GUNSLINGER,Gunslinger,Gunslinger,90,50000,0,5780,5045,3,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,568,768,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,NINJA,Ninja,Ninja,90,50000,0,5780,5045,3,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,568,768,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//Male
2210,GUNSLINGER,Gunslinger,Gunslinger,90,50000,0,5780,5045,3,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,568,768,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,NINJA,Ninja,Ninja,90,50000,0,5780,5045,3,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,568,768,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,PRECASTER,Pre-Caster,Pre-Caster,90,40000,0,12000,9000,12,2000,2500,60,70,1,35,35,200,150,65,12,14,2,7,89,148,100,700,768,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16113,1

//Mvps Grandes
2250,GIANT_KHALITZBURG,Giant Khalitzburg,Giant Khalitzburg,73,1927600,0,14378,12750,1,3875,5025,45,10,1,65,67,255,773,40,10,12,2,1,29,1205,350,528,1000,396,1000,5000,932,500,0,0,0,0,932,8000,985,191,5017,100,2108,120,1004,100,504,1000,1127,60,1138,6,2281,20,16201,1
2251,GIANT_DEVILING,Giant Deviling,Giant Deviling,69,1576200,0,13780,10580,1,3575,5225,65,20,1,95,76,230,633,80,10,12,2,1,29,1205,350,528,1000,396,1000,5000,16501,1,0,0,0,0,7126,8000,984,171,5254,92,2255,100,912,111,505,950,2284,20,0,0,0,0,16202,1

2301,FAKE_EMPERIUM,Fake Emperium,Fake Emperium,100,1000000,0,10000,5000,1,1000,1000,20,100,1,2,3,4,2000,50,10,12,0,8,26,0,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,TESOURO1,Cristal,Tesouro,1,40,0,0,0,1,100,200,99,99,1,1,1,1,999,1,7,12,0,3,20,1511,200,40,50,1,500,1,0,0,0,0,0,0,607,900,616,900,2102,4500,2269,4500,2504,4500,2260,4500,2104,4500,2311,4500,12103,900,0,0
2303,TESOURO2,Cristal,Tesouro,1,100,0,0,0,1,100,200,99,99,1,1,1,1,999,1,7,12,0,3,20,1479,200,40,50,1,0,0,0,0,0,0,0,0,547,450,526,450,607,100,2504,45,969,10,603,9,617,9,616,5,12103,2,0,0
